id,health_and_social_index,employment_and_social_index,working_life_sub_index,social_status_sub_index,health_sub_index
0101,.85047191,.68796098,.72892785,.59958518,1.1402338
0102,-.81183505,-.87043029,-.50214648,-1.1863468,-.54324013
0103,-2.0152383,-1.9638313,-2.2313373,-1.5582637,-1.7365085
0104,-1.6702352,-1.674806,-1.5061456,-1.7329172,-1.3614089
0201,-2.2922237,-2.7451615,-2.3042009,-3.0079043,-.6381104
0202,-.1545238,-.44293863,.066974126,-.93204951,.61643052
0203,-1.3806661,-1.4431053,-.79155654,-2.0085757,-1.032411
0204,.096061103,.29624486,.18966548,.38466126,-.47191653
0205,.26314086,.47424755,.59390146,.32025501,-.39966545
0301,-.86712188,-.60298198,-.94375414,-.21513022,-1.3979262
0302,1.0360216,.96891463,.94945598,.92300189,1.0296967
0303,1.0182631,1.0336248,.84329385,1.1572924,.80690283
0304,.81241632,.85230243,.83313173,.81400663,.54706311
0305,.22256842,.36029243,.38363966,.31208235,-.21184041
0306,.28844804,.47172481,.61320901,.29567736,-.30379266
0307,.98989826,.89184874,1.1063607,.61295152,1.0465653
0401,-1.1052537,-1.3026519,-1.4806823,-1.0330316,-.3116082
0402,1.122488,.87924635,1.0475204,.6482802,1.5698663
0403,.31643936,.055185616,.45346323,-.35405546,.93640405
0404,.86636406,.79159176,1.0196074,.50574666,.87911361
0405,.59810603,.46427736,.69904304,.19376257,.82784915
0406,,,,,
0501,-1.1893938,-.96322602,-1.0962096,-.76249343,-1.5807953
0502,-.75719631,-.74662399,-1.0152711,-.42246124,-.60400385
0503,-.6426537,-.66509259,-.82493711,-.45723531,-.43367866
0504,1.609399,1.5412422,1.4529587,1.5265795,1.5059904
0601,.68644869,.65674031,.85279059,.41258746,.61105776
0602,.45148045,.39169547,.45228219,.30344066,.52509582
0603,1.0894142,1.0436447,1.0892278,.92644203,1.0034705
0604,1.514022,1.3631939,1.4413764,1.1911247,1.6385077
0701,-.80935329,-1.1330999,-.40677941,-1.7957262,.15601276
0702,-.0062934035,-.2108853,.21129534,-.62641442,.51225305
0703,.90476596,.65190506,.82982981,.42653435,1.4195999
0704,-.10886122,-.18540034,-.23363447,-.12371559,.13471018
0705,-.16316187,-.21674852,-.38121179,-.034601182,.04251685
0706,-.43652183,-.43560883,-.9371295,.10455205,-.28451759
0707,.16866054,.21919069,-.043277871,.47154903,.030988054
0801,-2.0058587,-2.1618814,-1.7901611,-2.3936939,-1.2343036
0802,-.46496207,-.63329202,-.75371605,-.46772701,.11593395
0803,-1.6240534,-1.744012,-1.7524068,-1.6171639,-.9735232
0804,.66300195,.51047176,.34307438,.64627713,.99000269
0901,.38167414,.51312494,.40698886,.58637846,-.047174364
0902,-.18342698,.06256897,-.29604194,.42343667,-.79143685
0903,.68596876,.8028962,.52193451,1.0344887,.26457107
0904,.66372687,.52771378,.53164852,.4879114,.9197439
0905,1.0486515,1.0696936,.8968994,1.1730599,.81296664
1001,-.91229576,-.53141868,-.65993667,-.36452329,-1.793786
1002,-.95132494,-.79617274,-.93322736,-.60262698,-1.1874163
1003,.89147007,1.1351186,1.1935334,.99864662,.025230281
1004,1.4995805,1.4646029,1.4645548,1.365304,1.3111181
1101,-.90356904,-.73460692,-1.0030609,-.4114559,-1.1691579
1102,.12420107,.14210068,-.18183357,.4622682,.095785856
1103,-.55833972,.014157725,-.064371578,.093150258,-2.0551968
1104,-.40907446,-.030474385,-.12966952,.072586127,-1.3846473
1105,1.1008807,1.1884632,1.0573714,1.2413148,.66159707
1210,-1.0912939,-.87893546,-1.0766793,-.61798614,-1.453359
1221,-.70378631,-.61358398,-.90236092,-.27795088,-.78258854
1222,1.5533463,1.4052331,1.4006644,1.3145638,1.6743584
1223,1.3867168,1.4071184,1.4559227,1.2619805,1.0567379
1230,-.68557835,-.61136866,-.88880742,-.28742957,-.72436059
